product_id,category_id,supplier_id,sku,product_name,brand,cost_price,selling_price,discount_percent,gst_percent,stock_quantity,reorder_level,rating,launch_date,warranty_months,color,unit,status,inventory_value,returnable
429,9,33,SKU100429,Quidem Deleniti,HP,40456,50185.1,20,18,14,24,3.4,2024-11-10,12,Pink,Pack,Active,702591.4,No
430,8,63,SKU100430,Odit Maxime,Dell,34662,53067.77,25,18,86,28,3.4,2026-02-24,36,Grey,Kg,Active,4563828.22,No
431,6,27,SKU100431,Nihil Repudiandae,Xiaomi,48227,73349.24,0,18,657,43,4.0,2022-11-14,12,Pink,Kg,Inactive,48190450.68,No
432,16,96,SKU100432,Nesciunt Ullam,OnePlus,15413,19881.23,30,18,485,43,1.6,2022-05-25,6,Green,Kg,Inactive,9642396.55,No
433,17,88,SKU100433,Porro Sint,Apple,6480,10101.39,25,18,979,65,3.4,2025-01-09,24,Silver,Pack,Inactive,9889260.81,Yes
434,9,84,SKU100434,Hic Aliquid,Xiaomi,25734,34240.48,15,18,751,96,3.4,2024-09-15,24,Blue,Pack,Active,25714600.48,Yes
435,3,2,SKU100435,Esse Numquam,Philips,6502,8859.83,40,18,359,38,3.9,2025-05-03,6,Black,Litre,Active,3180678.97,Yes
436,20,85,SKU100436,Ex Magni,Lenovo,39381,55883.27,5,18,88,87,1.5,2022-05-26,12,White,Box,Inactive,4917727.76,No
437,15,85,SKU100437,Vitae Maxime,Sony,41963,55673.23,20,18,787,64,3.8,2026-03-09,24,Green,Box,Active,43814832.01,No
438,2,49,SKU100438,Tenetur Magnam,Titan,21900,34995.75,20,18,978,43,1.7,2022-01-26,12,Brown,Kg,Active,34225843.5,No
439,4,19,SKU100439,Nam Harum,OnePlus,28362,34295.14,5,18,934,66,3.9,2023-03-03,6,White,Litre,Inactive,32031660.76,No
440,1,64,SKU100440,Cupiditate Odit,HP,42886,60905.31,0,18,680,59,2.1,2022-05-02,36,Brown,Piece,Inactive,41415610.8,No
441,14,52,SKU100441,Ut Error,Sony,35497,43055.14,30,18,977,98,4.3,2021-09-26,24,Silver,Pack,Inactive,42064871.78,Yes
442,3,47,SKU100442,Architecto Iusto,OnePlus,22386,25525.15,40,18,778,47,3.6,2023-08-17,6,Grey,Box,Inactive,19858566.7,No
443,4,81,SKU100443,Debitis Recusandae,Cello,23644,31759.84,40,18,752,34,1.6,2023-04-20,12,Pink,Kg,Active,23883399.68,No
444,16,69,SKU100444,Atque Quod,Canon,1175,1314.26,0,18,345,15,2.6,2023-04-26,36,Yellow,Box,Active,453419.7,Yes
445,2,95,SKU100445,Repudiandae Esse,HP,32140,45861.07,40,18,928,89,1.2,2023-07-15,12,Black,Box,Active,42559072.96,No
446,4,59,SKU100446,Iure Dignissimos,Bajaj,11286,17128.49,5,18,837,23,1.5,2021-07-30,12,White,Box,Inactive,14336546.13,No
447,13,42,SKU100447,Harum Dignissimos,LG,44932,62364.87,10,18,329,37,4.1,2022-08-29,24,White,Piece,Inactive,20518042.23,Yes
448,14,22,SKU100448,Quis Explicabo,Cello,24343,33513.1,40,18,249,84,1.2,2023-01-15,36,Blue,Piece,Inactive,8344761.9,Yes
449,1,1,SKU100449,Culpa Ut,Dell,5941,8634.47,20,18,426,98,4.2,2021-10-10,12,Red,Box,Inactive,3678284.22,No
450,14,31,SKU100450,Delectus Accusantium,Dell,40112,57995.41,10,18,734,73,3.4,2024-08-08,24,Silver,Kg,Active,42568630.94,Yes
451,7,16,SKU100451,Ex Repudiandae,Realme,6370,8978.26,50,18,519,38,,2024-04-22,12,Green,Piece,Active,4659716.94,Yes
452,5,88,SKU100452,Ad Doloribus,Asus,32705,38858.84,0,18,55,92,2.5,2023-10-24,24,Silver,Litre,Inactive,2137236.2,Yes
453,4,95,SKU100453,Asperiores Debitis,Apple,35316,41953.42,0,18,496,75,1.5,2025-02-18,36,Brown,Litre,Inactive,20808896.32,No
454,7,96,SKU100454,Qui Cum,Milton,21444,26055.14,5,18,333,39,1.4,2022-02-04,12,Grey,Box,Active,8676361.62,No
455,19,63,SKU100455,Pariatur Occaecati,Apple,28664,33607.7,40,18,182,59,2.5,2024-08-19,12,Silver,Pack,Active,6116601.4,No
456,5,5,SKU100456,Quam Rerum,Cello,37368,42219.33,10,18,113,69,2.8,2022-06-25,24,Red,Pack,Active,4770784.29,Yes
457,19,71,SKU100457,Odio Provident,Boat,5767,7530.83,50,18,500,37,3.4,2023-06-10,24,Black,Kg,Active,3765415.0,Yes
458,11,56,SKU100458,Sint Aperiam,Xiaomi,14675,22686.25,10,18,935,83,4.6,2025-12-28,6,Black,Kg,Active,21211643.75,No
459,17,51,SKU100459,Incidunt Officia,Asus,45755,69119.59,40,18,507,40,1.3,2021-10-26,36,Red,Box,Inactive,35043632.13,No
460,8,83,SKU100460,Assumenda Perferendis,Sony,1143,1531.5,20,18,165,100,2.8,2024-12-20,6,Pink,Kg,Active,252697.5,No
461,6,48,SKU100461,Nobis Vitae,Prestige,30528,44325.16,0,18,881,90,1.3,2022-06-22,24,Yellow,Piece,Inactive,39050465.96,No
462,9,90,SKU100462,Porro Numquam,Bajaj,35649,49467.08,15,18,806,97,1.3,2022-03-07,6,Yellow,Pack,Active,39870466.48,Yes
463,13,47,SKU100463,Beatae Iste,Canon,40675,45573.78,25,18,179,92,3.2,2022-10-25,12,Blue,Pack,Active,8157706.62,Yes
464,16,95,SKU100464,At Debitis,Xiaomi,46161,55619.25,15,18,328,55,4.6,2023-11-23,36,Green,Piece,Active,18243114.0,No
465,12,58,SKU100465,Soluta Tempora,Asus,32963,44939.82,5,18,481,100,3.1,2026-07-14,24,Pink,Litre,Inactive,21616053.42,Yes
466,7,59,SKU100466,Quo Itaque,Sony,5354,6935.26,10,18,295,19,1.4,2024-10-17,12,Pink,Box,Active,2045901.7,Yes
467,10,54,SKU100467,Saepe Quia,Milton,35583,55718.02,40,18,355,63,2.8,2024-01-24,24,Red,Piece,Active,19779897.1,Yes
468,17,83,SKU100468,Odit Quae,Puma,27080,37623.66,25,18,497,85,3.7,2025-03-19,36,Pink,Pack,Active,18698959.02,No
469,6,34,SKU100469,Consequuntur Voluptates,Boat,31835,40938.26,20,18,788,16,1.6,2022-07-12,12,Brown,Box,Inactive,32259348.88,Yes
470,6,91,SKU100470,Ullam Totam,Cello,43770,65533.7,10,18,243,24,1.2,2026-03-30,12,Pink,Pack,Inactive,15924689.1,Yes
471,7,72,SKU100471,Esse Non,Cello,2373,3399.98,25,18,151,57,2.8,2025-05-24,24,White,Piece,Inactive,513396.98,No
472,5,59,SKU100472,Eum Neque,Puma,10327,11381.87,50,18,999,74,2.3,2024-06-09,36,Green,Litre,Active,11370488.13,No
473,11,89,SKU100473,Odit Natus,LG,48048,64359.85,0,18,142,96,3.2,2025-02-03,36,Brown,Box,Inactive,9139098.7,No
474,3,42,SKU100474,Consequatur Ipsam,Apple,39955,56762.32,50,18,227,45,1.8,2025-03-08,36,White,Litre,Inactive,12885046.64,Yes
475,16,41,SKU100475,Ipsam Vel,Bajaj,39754,53897.6,0,18,930,95,2.4,2023-09-21,36,Silver,Kg,Inactive,50124768.0,Yes
476,10,45,SKU100476,Minima Dolor,Levis,20290,32235.98,50,18,89,37,3.9,2025-08-03,36,Pink,Pack,Active,2869002.22,No
477,14,18,SKU100477,Atque Consectetur,Xiaomi,39286,44905.43,15,18,310,70,5.0,2022-04-13,24,White,Litre,Inactive,13920683.3,Yes
478,1,53,SKU100478,Consectetur Non,Prestige,18012,23546.31,50,18,473,100,3.3,2022-05-18,12,Blue,Kg,Inactive,11137404.63,No
479,2,39,SKU100479,Minima Delectus,Xiaomi,20017,26963.9,40,18,229,13,4.2,2026-04-15,24,Pink,Piece,Inactive,6174733.1,No
480,6,63,SKU100480,Assumenda Repudiandae,Cello,42356,51774.92,5,18,783,45,3.0,2026-05-01,24,Brown,Kg,Inactive,40539762.36,No
481,16,89,SKU100481,Ratione Iure,LG,24558,33307.11,0,18,865,43,1.7,2022-08-05,24,Pink,Box,Inactive,28810650.15,Yes
482,2,35,SKU100482,Neque Libero,Levis,27593,39130.28,25,18,49,47,2.2,2025-02-25,6,Yellow,Box,Active,1917383.72,Yes
483,20,97,SKU100483,Asperiores Illo,Dell,35732,45068.89,25,18,846,97,4.2,2024-03-18,24,White,Litre,Inactive,38128280.94,Yes
484,1,18,SKU100484,Libero Corporis,Realme,18542,23854.41,40,18,421,53,4.7,2026-06-21,12,Blue,Litre,Active,10042706.61,Yes
485,18,79,SKU100485,Quae Error,Cello,34549,52619.33,50,18,719,24,2.7,2022-11-14,6,Blue,Piece,Inactive,37833298.27,No
486,10,89,SKU100486,Unde Perspiciatis,Levis,9210,13893.46,50,18,781,53,1.7,2023-06-18,6,Red,Box,Active,10850792.26,Yes
487,10,17,SKU100487,Corrupti Laudantium,Lenovo,8633,13731.26,30,18,707,24,1.3,2026-04-15,36,Black,Box,Active,9708000.82,Yes
488,17,76,SKU100488,Maxime Cum,Apple,30841,35758.94,20,18,44,18,2.2,2023-12-04,6,White,Litre,Active,1573393.36,Yes
489,6,86,SKU100489,Rem Et,Levis,2017,2310.25,20,18,971,84,2.4,2025-03-16,12,Yellow,Litre,Active,2243252.75,Yes
490,19,98,SKU100490,Ratione Soluta,Samsung,34757,42003.8,15,18,987,46,1.7,2026-04-16,6,White,Box,Inactive,41457750.6,No
491,19,24,SKU100491,Alias Sequi,Canon,44240,69849.38,10,18,854,55,4.9,2023-10-30,12,Grey,Piece,Inactive,59651370.52,Yes
492,15,15,SKU100492, Aliquam Ducimus ,Realme,9007,12140.61,25,18,721,46,3.2,2023-11-18,24,Pink,Piece,Inactive,8753379.81,No
493,15,77,SKU100493,Voluptates Ipsa,Adidas,45126,71664.13,40,18,231,80,2.6,2024-06-11,36,Red,Piece,Inactive,16554414.03,No
494,6,2,SKU100494,Laudantium Ab,Milton,32320,46413.06,30,18,448,76,3.6,2023-02-05,12,Grey,Kg,Active,20793050.88,Yes
495,3,47,SKU100495,Dicta Recusandae,Lenovo,22292,26753.34,30,18,125,39,4.4,2024-12-18,24,Brown,Litre,Inactive,3344167.5,No
496,12,61,SKU100496,Atque Dicta,Milton,39629,62418.43,40,18,523,45,1.6,2021-10-25,6,Green,Kg,Inactive,32644838.89,Yes
497,5,4,SKU100497,Consectetur Quia,LG,48452,54577.6,5,18,510,96,1.1,2023-05-21,24,Blue,Pack,Active,27834576.0,Yes
498,17,99,SKU100498,Minus Nihil,Asus,30641,36798.8,40,18,502,74,2.0,2025-05-31,6,Black,Kg,Active,18472997.6,No
499,15,41,SKU100499,Laboriosam Dolore,Titan,29103,38701.99,0,18,181,81,3.6,2024-09-13,12,Pink,Kg,Active,7005060.19,No
500,13,63,SKU100500,Ipsa Itaque,LG,37380,53734.21,50,18,701,79,3.3,2026-05-20,12,Yellow,Piece,Inactive,37667681.21,No
501,16,76,SKU100501,Saepe Blanditiis,Titan,40531,58293.46,20,18,328,17,1.1,2022-01-01,24,Silver,Litre,Active,19120254.88,No
502,13,13,SKU100502,Dolor Dolore,Philips,22719,36258.91,30,18,359,17,3.6,2021-12-23,24,Brown,Piece,Active,13016948.69,No
503,4,44,SKU100503,Veniam Beatae,Dell,1391,1904.57,0,18,471,94,4.5,2023-11-14,36,,Piece,Inactive,897052.47,Yes
504,11,49,SKU100504,Numquam Ut,Xiaomi,25678,32385.37,5,18,827,72,1.4,2025-02-28,24,Pink,Litre,Inactive,26782700.99,Yes
505,20,39,SKU100505,Placeat Sequi,Levis,28673,34432.81,5,18,860,78,1.9,2025-04-25,24,Brown,Kg,Active,29612216.6,Yes
506,19,13,SKU100506,Nesciunt Fugit,Xiaomi,22175,27423.43,50,18,486,64,1.8,2023-05-22,24,Yellow,Pack,Inactive,13327786.98,No
507,7,54,SKU100507,Quam Cum,Titan,16566,23399.18,40,18,687,80,1.7,2024-06-28,12,Brown,Kg,Active,16075236.66,No
508,9,82,SKU100508,Non Culpa,OnePlus,40366,61614.15,30,18,957,82,3.9,2023-12-19,12,Silver,Kg,Active,58964741.55,Yes
509,5,96,SKU100509,Veritatis Veritatis,Milton,19778,30103.32,30,18,326,18,3.5,2025-09-10,24,Green,Box,Inactive,9813682.32,Yes
510,13,31,SKU100510,Qui Vel,LG,9927,11872.28,15,18,816,49,2.9,2024-03-06,36,Grey,Piece,Active,9687780.48,Yes
511,9,18,SKU100511,Aperiam Est,Samsung,17034,25463.02,20,18,674,80,1.7,2024-12-01,36,Black,Piece,Active,17162075.48,No
512,20,39,SKU100512,Sapiente Aspernatur,Sony,26773,41454.96,5,18,406,27,1.9,2021-08-14,6,Yellow,Litre,Inactive,16830713.76,No
513,3,31,SKU100513,Enim Incidunt,Bajaj,8113,12060.75,25,18,337,84,3.9,2023-05-09,12,Grey,Box,Active,4064472.75,Yes
514,6,28,SKU100514,Deserunt Facere,Nike,28901,37692.33,0,18,502,78,2.5,2024-01-07,24,Yellow,Kg,Inactive,18921549.66,Yes
515,9,19,SKU100515,Itaque Cumque,Levis,31244,45548.62,20,18,21,92,4.9,2021-08-15,6,Red,Pack,Inactive,956521.02,No
516,12,88,SKU100516,Praesentium Non,LG,35155,53909.37,40,18,397,11,4.6,2023-01-18,24,Green,Piece,Active,21402019.89,No
517,7,21,SKU100517,Delectus Modi,Canon,41476,52201.37,30,18,808,14,2.1,2026-01-31,36,Pink,Kg,Inactive,42178706.96,No
518,4,21,SKU100518,Voluptatibus Eum,Cello,17202,23277.18,25,18,430,87,3.9,2025-10-23,24,Pink,Piece,Active,10009187.4,Yes
519,15,83,SKU100519,Ratione Velit,HP,301,391.4,20,18,321,83,1.3,2024-07-26,12,Brown,Kg,Inactive,125639.4,No
520,16,95,SKU100520,Aut Nam,HP,17183,20391.75,25,18,818,46,1.8,2021-11-30,12,Grey,Kg,Active,16680451.5,Yes
521,1,72,SKU100521,Nostrum Ad,Prestige,40208,56826.52,5,18,997,69,1.8,2025-06-19,12,Black,Kg,Inactive,56656040.44,No
522,5,12,SKU100522,Autem Ipsam,Levis,11249,17701.67,5,18,14,77,2.7,2026-06-14,36,Pink,Piece,Active,247823.38,Yes
523,7,35,SKU100523,Nobis Rem,Adidas,49018,66031.37,10,18,441,36,3.4,2024-12-29,24,Red,Kg,Active,29119834.17,No
524,5,4,SKU100524,Voluptatum Tempore,Adidas,17257,21014.59,40,18,929,41,2.5,2025-02-08,36,White,Piece,Inactive,19522554.11,Yes
525,11,89,SKU100525,Illum Cum,Titan,45113,54411.19,30,18,725,64,3.9,2024-12-31,6,Yellow,Piece,Active,39448112.75,No
526,8,61,SKU100526,Adipisci Itaque,Levis,39839,62533.72,0,18,5,42,3.0,2023-01-06,36,Silver,Box,Active,312668.6,Yes
527,9,22,SKU100527,Sit Officia,Realme,32398,50708.17,40,18,135,21,2.3,2024-08-19,12,Green,Piece,Inactive,6845602.95,Yes
528,5,64,SKU100528,Commodi Nostrum,Nike,49109,62874.06,30,18,289,43,3.5,2022-06-15,24,Yellow,Pack,Inactive,18170603.34,Yes
529,11,95,SKU100529,Exercitationem Nostrum,Asus,10013,13796.29,40,18,54,34,1.6,2024-12-17,6,Pink,Pack,Active,744999.66,No
530,14,15,SKU100530,Qui Beatae,Asus,2773,3662.47,50,18,496,68,3.0,2024-12-02,12,White,Pack,Active,1816585.12,Yes
531,10,24,SKU100531,Ipsa Labore,Dell,49247,66698.6,20,18,576,94,3.3,2023-06-10,6,Yellow,Litre,Active,38418393.6,No
532,3,32,SKU100532,Iusto Dolores,Asus,44461,51003.55,25,18,26,46,3.7,2022-03-16,36,Silver,Litre,Active,1326092.3,No
533,5,4,SKU100533,Quaerat Tempora,Sony,30261,45855.99,40,18,464,90,4.8,2022-07-11,6,Silver,Piece,Inactive,21277179.36,No
534,19,17,SKU100534,Quia Quaerat,Lenovo,3290,4937.56,20,18,330,17,4.0,2023-03-16,36,White,Kg,Inactive,1629394.8,Yes
535,8,99,SKU100535,Laudantium Laudantium,Titan,5945,6600.47,15,18,166,59,4.1,2022-10-23,12,White,Pack,Inactive,1095678.02,No
536,10,88,SKU100536,Ex Corporis,Bajaj,8704,11136.96,5,18,852,57,3.1,2022-10-19,36,Pink,Pack,Inactive,9488689.92,Yes
537,14,48,SKU100537,Facere Eius,Bajaj,12313,16216.87,30,18,95,15,3.1,2023-01-12,12,Blue,Kg,Active,1540602.65,No
538,15,56,SKU100538,Sed Dolor,Sony,31400,39256.17,10,18,700,48,4.4,2022-03-13,24,Brown,Piece,Active,27479319.0,Yes
539,17,14,SKU100539,Dolorum Sunt,Realme,27947,36513.03,40,18,676,82,4.3,2025-10-04,6,Yellow,Piece,Active,24682808.28,No
540,6,24,SKU100540,Officiis Recusandae,Titan,3066,3500.28,20,18,321,85,3.9,2026-06-26,36,Brown,Pack,Inactive,1123589.88,Yes
541,7,24,SKU100541,Occaecati Vero,Sony,49057,78054.25,20,18,892,96,1.4,2026-05-10,6,Grey,Piece,Active,69624391.0,Yes
542,16,59,SKU100542,Temporibus Tempora,Cello,26648,40888.43,40,18,310,89,4.3,2024-04-21,36,Green,Piece,Active,12675413.3,Yes
543,1,25,SKU100543,Sunt Ipsam,LG,1141,1652.19,15,18,879,13,1.8,2022-11-03,12,Grey,Litre,Active,1452275.01,Yes
544,10,99,SKU100544,Nulla Atque,Canon,9810,13115.92,0,18,119,31,4.6,2025-07-17,36,Pink,Kg,Active,1560794.48,No
545,19,32,SKU100545,Numquam Suscipit,Lenovo,19422,26893.94,30,18,52,52,1.0,2024-02-17,36,Grey,Kg,Inactive,1398484.88,Yes
546,16,52,SKU100546,Harum Rerum,Asus,33743,47089.02,40,18,237,17,3.1,2022-01-12,24,Yellow,Piece,Inactive,11160097.74,No
547,16,15,SKU100547,Libero Quae,Asus,40909,64205.95,25,18,459,99,2.7,2022-03-09,12,Pink,Pack,Inactive,29470531.05,Yes
548,17,29,SKU100548,Ipsa Officiis,Xiaomi,44990,57118.25,40,18,134,47,3.9,2025-05-26,36,Silver,Kg,Active,7653845.5,Yes
549,10,89,SKU100549,Amet Aspernatur,Sony,43816,58776.75,10,18,204,30,3.4,2024-09-09,36,Pink,Pack,Active,11990457.0,Yes
550,18,7,SKU100550,Illo Autem,Samsung,23613,36374.72,25,18,693,30,1.7,2022-04-28,6,White,Pack,Inactive,25207680.96,Yes
551,20,30,SKU100551,Sint Saepe,LG,36930,44760.93,20,18,348,55,4.1,2025-11-13,24,Blue,Litre,Active,15576803.64,Yes
552,15,59,SKU100552,Molestiae Officiis,LG,7039,10493.93,5,18,843,81,1.2,2026-06-29,6,Red,Pack,Active,8846382.99,No
553,15,98,SKU100553,Quod Animi,Realme,32762,48038.13,5,18,157,92,2.5,2025-05-19,6,Red,Kg,Inactive,7541986.41,Yes
554,8,61,SKU100554,Rem Totam,Puma,18892,25551.64,5,18,272,57,3.9,2023-02-26,12,Blue,Litre,Inactive,6950046.08,Yes
555,5,55,SKU100555,Iste Sed,Philips,26924,41706.15,50,18,813,97,2.4,2025-08-07,12,Black,Litre,Active,33907099.95,Yes
556,11,41,SKU100556,Provident Distinctio,Titan,10869,14314.87,30,18,777,14,3.6,2022-01-30,6,Yellow,Pack,Inactive,11122653.99,No
557,18,39,SKU100557,Odio Corporis,Puma,22654,25008.91,20,18,921,77,3.4,2024-06-23,36,Pink,Box,Inactive,23033206.11,No
558,13,100,SKU100558,Blanditiis Quae,Lenovo,19861,22684.05,50,18,342,59,3.9,2023-01-09,12,Yellow,Litre,Inactive,7757945.1,Yes
559,3,66,SKU100559,Animi Expedita,OnePlus,20563,27979.41,10,18,23,13,4.6,2025-04-12,24,Red,Pack,Inactive,643526.43,Yes
560,2,48,SKU100560,Nulla Qui,Nike,41190,55760.95,5,18,48,93,4.8,2026-01-01,6,Pink,Pack,Active,2676525.6,Yes
561,12,39,SKU100561,Similique Dolore,Adidas,43807,65377.33,10,18,731,58,3.1,2024-08-25,24,Yellow,Litre,Active,47790828.23,No
562,15,13,SKU100562,Minima Id,HP,46738,61359.8,30,18,83,21,1.2,2024-11-06,36,Red,Kg,Active,5092863.4,No
563,17,52,SKU100563,Nemo Labore,Xiaomi,36732,49936.14,30,18,892,43,3.3,2021-12-31,36,Pink,Kg,Active,44543036.88,Yes
564,17,17,SKU100564, Suscipit Tenetur ,Asus,46705,62064.24,50,18,883,77,1.5,2024-05-26,36,Black,Box,Inactive,54802723.92,Yes
565,20,53,SKU100565,At Iure,LG,8021,10305.32,20,18,41,76,1.6,2022-05-11,24,Green,Pack,Inactive,422518.12,Yes
566,5,19,SKU100566,Quos Veritatis,Xiaomi,27740,31188.79,20,18,910,46,1.9,2024-11-04,36,Black,Piece,Inactive,28381798.9,Yes
567,2,54,SKU100567,Id Explicabo,Asus,37656,47252.67,40,18,921,53,4.1,2022-11-01,12,Blue,Litre,Inactive,43519709.07,No
568,15,20,SKU100568,Iusto Beatae,Puma,5953,8928.94,30,18,396,39,4.6,2026-07-06,6,Pink,Pack,Active,3535860.24,Yes
569,1,74,SKU100569,Ut Dicta,Prestige,46460,58280.54,5,18,659,81,1.3,2024-07-12,6,Brown,Litre,Active,38406875.86,No
570,17,3,SKU100570,Ipsa Ullam,LG,43239,67802.68,10,18,985,12,2.1,2024-11-20,36,White,Litre,Inactive,66785639.8,No
571,19,6,SKU100571,Delectus Saepe,Asus,1624,2062.44,10,18,424,13,4.4,2022-04-11,24,White,Piece,Active,874474.56,Yes
572,10,19,SKU100572,Ipsa Ratione,Dell,16848,25005.0,10,18,314,62,3.7,2024-10-04,24,Blue,Piece,Active,7851570.0,No
573,13,13,SKU100573,Temporibus Iure,Puma,9436,12327.3,25,18,264,58,,2022-08-23,6,Red,Box,Active,3254407.2,No
574,17,97,SKU100574,Velit Voluptates,Realme,25334,39892.91,20,18,62,50,2.9,2026-01-12,36,Black,Kg,Active,2473360.42,Yes
575,9,71,SKU100575,Consectetur Tenetur,Xiaomi,44343,51027.92,50,18,667,26,2.2,2025-02-26,6,Yellow,Box,Active,34035622.64,No
576,18,22,SKU100576,Quaerat Magni,Boat,35327,55686.17,50,18,462,15,1.0,2021-09-16,24,Blue,Piece,Active,25727010.54,No
577,9,77,SKU100577,Magni Ipsa,Nike,44664,57619.99,25,18,862,90,1.9,2023-02-02,24,Black,Box,Active,49668431.38,No
578,3,51,SKU100578,Error Laboriosam,Cello,8159,12362.92,50,18,286,65,1.8,2025-09-09,24,Silver,Pack,Inactive,3535795.12,No
579,8,85,SKU100579,Earum Et,Puma,22489,27106.26,25,18,16,98,1.5,2022-09-22,36,Black,Piece,Active,433700.16,No
580,18,90,SKU100580,Dolor Autem,Cello,32145,47614.22,50,18,83,93,3.6,2024-01-26,36,White,Pack,Inactive,3951980.26,No
581,13,23,SKU100581,Consequuntur Quae,Cello,652,757.87,25,18,958,34,2.8,2026-02-23,6,Green,Pack,Active,726039.46,Yes
582,20,81,SKU100582,Qui Amet,Adidas,47142,57068.87,40,18,990,56,1.1,2024-06-02,12,Black,Box,Inactive,56498181.3,Yes
583,9,73,SKU100583,Sit Delectus,Realme,32475,38490.62,15,18,675,82,3.7,2024-10-04,12,White,Litre,Active,25981168.5,Yes
584,5,34,SKU100584,Dolor Dolorem,Xiaomi,15039,23167.6,20,18,196,96,1.1,2023-02-03,24,Yellow,Kg,Active,4540849.6,No
585,2,42,SKU100585,Voluptate Soluta,Philips,26765,33108.78,50,18,477,73,,2022-12-18,12,Black,Pack,Inactive,15792888.06,No
586,11,1,SKU100586,Nulla Aperiam,Titan,12853,16289.29,0,18,755,38,4.9,2025-01-18,6,Red,Box,Active,12298413.95,No
587,10,9,SKU100587,Maiores Veritatis,Prestige,41079,47173.61,40,18,442,13,3.4,2023-07-29,24,Green,Box,Active,20850735.62,No
588,8,44,SKU100588,Numquam Similique,Apple,21962,29864.75,15,18,966,19,4.1,2023-12-24,6,Pink,Litre,Active,28849348.5,Yes
589,2,5,SKU100589,Occaecati Eveniet,Titan,20631,31875.76,5,18,801,26,1.2,2026-02-05,6,Green,Litre,Inactive,25532483.76,Yes
590,4,87,SKU100590,Excepturi Ipsa,Apple,36751,41385.36,30,18,411,22,3.5,2025-07-18,6,Pink,Kg,Inactive,17009382.96,No
591,20,80,SKU100591,Earum Maxime,LG,22357,31869.03,0,18,464,76,2.3,2026-05-29,6,Black,Litre,Active,14787229.92,Yes
592,19,17,SKU100592,Nulla Officiis,Prestige,33451,41082.61,30,18,492,89,2.8,2023-12-14,6,Black,Box,Inactive,20212644.12,No
593,17,84,SKU100593,Modi Provident,Levis,20494,28524.22,50,18,794,28,1.6,2026-01-15,24,Green,Pack,Active,22648230.68,Yes
594,2,31,SKU100594,Nihil Dolorem,Realme,36764,56225.06,30,18,352,35,4.9,2023-04-03,12,White,Pack,Active,19791221.12,No
595,15,77,SKU100595,Sed Deserunt,Cello,21801,33268.42,25,18,630,48,2.7,2023-09-06,36,Black,Kg,Active,20959104.6,Yes
596,8,89,SKU100596,Asperiores Temporibus,Boat,30674,43310.46,15,18,492,52,4.2,2025-08-23,36,Blue,Piece,Inactive,21308746.32,Yes
597,3,46,SKU100597,Minima Quod,Samsung,36452,42196.64,20,18,450,34,3.5,2022-06-05,24,Black,Piece,Active,18988488.0,Yes
598,10,23,SKU100598,Quas Cupiditate,Boat,17270,25204.15,25,18,867,80,2.0,2023-12-24,12,Green,Piece,Active,21851998.05,Yes
599,13,84,SKU100599,Blanditiis Dolorem,LG,22276,34930.04,20,18,467,40,2.5,2023-11-16,12,Yellow,Litre,Inactive,16312328.68,Yes
600,4,19,SKU100600,Odio Quam,HP,12528,14981.49,30,18,711,57,2.3,2022-10-22,12,,Litre,Active,10651839.39,No
601,5,42,SKU100601,Nostrum Consectetur,Boat,3590,5078.88,20,18,893,26,4.4,2023-06-11,36,Red,Piece,Inactive,4535439.84,Yes
602,6,66,SKU100602,Odio Laudantium,Titan,49337,76038.73,50,18,383,73,3.1,2021-10-12,24,Yellow,Kg,Inactive,29122833.59,No
603,9,75,SKU100603,Nesciunt Asperiores,Titan,41918,65416.92,0,18,212,38,4.6,2024-12-04,12,Grey,Box,Inactive,13868387.04,No
604,13,74,SKU100604,Provident Minima,Dell,24617,30211.57,5,18,137,20,2.2,2023-07-24,12,Brown,Piece,Inactive,4138985.09,No
605,14,58,SKU100605,Molestiae Beatae,Canon,28444,37104.53,40,18,324,44,2.5,2024-09-28,12,Green,Piece,Inactive,12021867.72,Yes
606,10,65,SKU100606,Et Aliquam,Realme,35925,51079.14,20,18,948,39,1.4,2024-04-07,6,,Box,Inactive,48423024.72,Yes
607,11,33,SKU100607,Consequuntur Totam,Adidas,48938,73787.85,20,18,195,100,3.4,2024-05-28,24,Black,Pack,Inactive,14388630.75,No
608,13,52,SKU100608,Dignissimos Deserunt,Xiaomi,49763,71044.36,40,18,669,75,5.0,2021-11-18,36,Red,Box,Active,47528676.84,No
609,8,67,SKU100609,Illo Optio,Xiaomi,36316,53704.49,40,18,348,20,2.3,2022-09-26,36,Red,Kg,Inactive,18689162.52,Yes
610,12,18,SKU100610,Voluptatibus Optio,Xiaomi,8511,10662.46,0,18,511,94,4.3,2025-05-15,36,Grey,Kg,Inactive,5448517.06,No
611,19,3,SKU100611,Sint Ab,XIAOMI,2210,3449.97,10,18,1000,52,3.3,2022-03-25,36,Grey,Box,Inactive,3449970.0,Yes
612,18,50,SKU100612,Ad Facere,Lenovo,31215,36032.07,40,18,654,48,1.4,2023-05-23,12,Black,Litre,Inactive,23564973.78,Yes
613,6,26,SKU100613,Distinctio Quo,Sony,25389,31530.82,15,18,298,94,3.1,2026-01-16,24,Yellow,Piece,Active,9396184.36,No
614,14,51,SKU100614,Nisi Culpa,Dell,7357,8567.73,30,18,489,18,2.6,2024-01-03,12,Blue,Box,Inactive,4189619.97,No
